Timestamp,Data,Target,Prediction
Mon Oct 09 15:18:26 2017,20,20,20.315672
Mon Oct 09 15:18:27 2017,20,19,20.25483
Mon Oct 09 15:18:27 2017,20,20,19.782495
Mon Oct 09 15:18:28 2017,20,20,19.820736
Mon Oct 09 15:18:29 2017,20,20,19.908745
Mon Oct 09 15:18:29 2017,19,20,19.973003
Mon Oct 09 15:18:30 2017,19,20,20.013477
Mon Oct 09 15:18:30 2017,19,19,20.0636
Mon Oct 09 15:18:31 2017,19,19,19.665907
Mon Oct 09 15:18:31 2017,19,19,19.365387
Mon Oct 09 15:18:32 2017,19,19,19.11305
Mon Oct 09 15:18:32 2017,19,19,18.998705
Mon Oct 09 15:18:33 2017,19,19,18.879103
Mon Oct 09 15:18:33 2017,19,19,18.841064
Mon Oct 09 15:18:34 2017,19,19,18.900282
Mon Oct 09 15:18:34 2017,19,19,18.89403
Mon Oct 09 15:18:35 2017,19,19,18.95286
Mon Oct 09 15:18:35 2017,19,19,18.965967
Mon Oct 09 15:18:36 2017,19,19,19.06493
Mon Oct 09 15:18:36 2017,19,19,19.009409
Mon Oct 09 15:18:37 2017,19,19,19.093235
Mon Oct 09 15:18:37 2017,19,20,19.086843
Mon Oct 09 15:18:38 2017,19,20,19.524794
Mon Oct 09 15:18:38 2017,19,20,19.849073
Mon Oct 09 15:18:39 2017,19,20,20.043818
Mon Oct 09 15:18:39 2017,19,20,20.216185
Mon Oct 09 15:18:40 2017,19,20,20.320364
Mon Oct 09 15:18:40 2017,19,20,20.348295
Mon Oct 09 15:18:41 2017,19,20,20.344223
Mon Oct 09 15:18:41 2017,19,20,20.288588
Mon Oct 09 15:18:42 2017,19,20,20.22886
Mon Oct 09 15:18:42 2017,19,20,20.151285
Mon Oct 09 15:18:43 2017,19,20,20.126749
Mon Oct 09 15:18:43 2017,19,20,20.128956
Mon Oct 09 15:18:44 2017,19,20,20.111238
Mon Oct 09 15:18:44 2017,19,20,20.082586
Mon Oct 09 15:18:45 2017,19,20,20.06749
Mon Oct 09 15:18:45 2017,19,20,20.03872
Mon Oct 09 15:18:46 2017,19,20,20.038916
Mon Oct 09 15:18:47 2017,19,20,20.048796
Mon Oct 09 15:18:47 2017,19,20,20.053484
Mon Oct 09 15:18:48 2017,19,20,20.011496
Mon Oct 09 15:18:48 2017,19,20,20.09018
Mon Oct 09 15:18:49 2017,19,20,20.026388
Mon Oct 09 15:18:49 2017,19,20,20.059656
Mon Oct 09 15:18:50 2017,19,20,20.075962
Mon Oct 09 15:18:50 2017,19,20,20.126234
Mon Oct 09 15:18:51 2017,19,20,20.122055
Mon Oct 09 15:18:51 2017,18,20,20.094343
Mon Oct 09 15:18:52 2017,18,19,20.100176
Mon Oct 09 15:18:52 2017,18,19,19.673096
Mon Oct 09 15:18:53 2017,19,19,19.361803
Mon Oct 09 15:18:53 2017,19,19,19.159252
Mon Oct 09 15:18:54 2017,19,19,19.013979
Mon Oct 09 15:18:54 2017,19,19,18.890701
Mon Oct 09 15:18:55 2017,19,18,18.829462
Mon Oct 09 15:18:55 2017,19,18,18.408573
Mon Oct 09 15:18:56 2017,18,18,18.101313
Mon Oct 09 15:18:56 2017,18,18,17.932577
Mon Oct 09 15:18:57 2017,18,18,17.805983
Mon Oct 09 15:18:57 2017,18,18,17.733788
Mon Oct 09 15:18:58 2017,18,18,17.722334
Mon Oct 09 15:18:58 2017,18,18,17.760565
Mon Oct 09 15:18:59 2017,18,18,17.824387
Mon Oct 09 15:18:59 2017,18,17,17.880493
Mon Oct 09 15:18:59 2017,18,17,17.536974
Mon Oct 09 15:19:00 2017,18,17,17.189661
Mon Oct 09 15:19:00 2017,18,17,17.028225
